372,13,353,1
373,13,354,1
374,13,355,2
375,13,356,1
376,13,357,2
377,13,358,1
379,13,360,1
380,13,361,1
381,13,362,1
382,13,363,1
383,13,364,1
385,13,366,1
386,13,367,1
387,13,368,1
388,15,416,1
389,15,417,1
390,15,214,1
391,15,301,1
392,15,423,1
393,17,150,4
397,17,451,2
399,17,453,1
400,17,454,1
401,17,455,1
402,17,456,1
403,21,150,5
408,21,187,1
409,21,502,1
410,21,503,1
411,21,504,1
412,21,505,1
413,21,506,1
414,21,507,1
415,21,508,2
417,21,510,1
418,21,511,1
419,21,512,1
420,24,214,2
421,24,109,4
423,24,530,2
424,24,103,1
427,24,535,1
430,24,545,2
431,24,546,1
432,24,547,1
433,24,231,1
434,24,549,1
436,24,551,1
437,31,94,1
438,31,43,2
440,31,37,1
441,31,33,1
442,31,573,1
443,31,61,1
444,33,94,1
445,33,37,1
446,33,585,1
447,33,61,1
448,37,587,1
449,37,588,1
450,43,94,1
451,43,47,1
452,43,599,1
453,43,214,1
454,43,622,1
455,43,623,1
456,43,61,1
457,43,625,1
458,43,626,1
459,47,637,1
460,47,61,1
461,69,639,1
462,69,72,1
463,69,644,1
464,72,645,1
465,72,639,1
466,72,650,1
467,77,651,2
468,77,652,1
469,77,653,1
470,77,655,3
471,77,657,3
473,77,659,2
474,77,661,8
477,77,664,2
478,77,665,4
481,77,668,2
495,77,686,1
496,77,687,1
497,77,688,1
498,77,689,1
499,77,690,1
500,78,692,1
501,78,693,2
502,78,695,3
504,78,697,1
506,78,303,3
507,78,702,1
508,78,703,3
510,78,705,1
511,78,707,1
513,78,710,1
517,78,716,1
518,78,717,1
519,78,718,1
520,84,720,1
521,84,724,3
522,84,726,1
524,84,732,1
525,84,735,1
527,84,740,1
528,84,741,1
529,84,742,1
530,85,743,1
531,85,720,2
532,85,724,2
535,85,754,1
536,85,755,1
537,89,756,1
538,89,724,1
539,89,94,7
540,89,759,1
542,89,765,1
544,89,102,1
549,89,775,1
550,89,776,1
551,90,777,10
554,90,756,2
555,90,782,5
556,90,783,1
557,90,785,5
558,90,786,5
559,90,787,2
563,90,791,4
564,90,792,2
565,90,793,1
569,90,799,1
570,90,800,2
573,90,803,1
574,90,804,1
581,90,813,1
582,90,814,1
583,90,815,2
584,90,816,2
586,90,818,1
589,90,822,3
593,90,827,1
596,90,830,1
597,90,831,1
598,90,832,1
599,90,833,1
602,90,836,1
609,90,845,2
610,90,846,2
611,90,847,2
612,90,848,1
614,90,850,1
616,90,852,1
618,90,854,1
619,90,855,1
620,90,856,1
621,90,857,1
622,90,858,1
623,90,859,1
624,90,860,1
625,90,861,1
626,90,862,1
627,90,863,1
628,90,864,1
629,94,875,1
630,94,876,1
631,94,886,1
632,94,896,2
634,94,908,1
635,94,909,1
636,94,910,1
637,94,911,1
638,94,912,1
639,94,913,1
640,94,914,1
641,94,915,1
642,102,916,1
643,102,917,1
644,102,756,1
645,102,919,2
646,102,921,1
648,102,932,1
649,102,942,1
650,102,943,1
651,102,944,1
652,102,945,1
653,103,109,1
654,103,952,1
655,104,921,1
656,104,965,1
657,104,966,1
658,104,545,1
659,105,214,3
660,105,969,1
661,105,970,1
662,105,972,2
664,105,289,3
665,105,975,1
666,105,301,3
667,105,303,3
668,105,980,1
669,105,295,4
670,105,982,1
672,105,984,1
683,105,1000,1
684,105,1001,1
685,105,1002,1
686,105,1003,1
687,105,1004,1
688,105,1005,1
689,105,1006,1
690,107,1009,1
691,107,876,1
692,107,919,1
693,107,1029,1
694,107,1030,1
695,107,1031,1
696,107,1032,1
697,107,1033,1
698,107,1034,1
699,109,1035,2
701,109,300,1
702,109,1042,1
703,117,289,3
704,117,295,15
706,117,1048,1
707,117,301,6
708,117,1051,6
709,117,303,6
726,117,1079,1
727,117,1080,1
739,117,1099,1
740,117,1100,2
741,117,1101,2
747,117,1110,1
748,117,1111,1
749,117,1112,1
750,117,1113,1
751,117,1114,1
752,117,1115,1
753,118,289,1
754,118,308,1
755,118,1118,1
756,118,1119,1
757,118,1120,1
758,118,1121,2
759,118,1122,2
760,118,1123,1
761,118,1126,2
763,118,1129,1
765,118,1131,1
766,118,1133,1
768,118,1136,1
769,118,1137,1
770,124,1141,1
771,124,1143,1
772,124,1154,3
773,124,1155,2
774,124,1164,1
778,124,1173,1
779,124,1174,1
780,124,1175,1
781,150,1181,1
782,156,338,2
783,156,158,1
784,156,1189,1
786,157,970,1
787,157,1195,1
788,157,300,1
789,157,301,1
790,157,303,1
791,157,1201,1
792,158,333,2
793,158,417,1
795,158,1211,1
796,158,1212,1
797,214,295,7
799,214,289,1
800,214,1219,1
801,214,1220,1
802,214,300,2
803,214,301,6
804,214,303,6
810,214,693,1
812,214,702,1
813,214,692,1
814,214,1239,2
816,214,1241,1
819,214,1246,2
821,214,1248,1
824,214,1101,1
828,214,1260,1
832,214,1266,1
833,214,1267,1
834,214,1268,1
835,214,1269,1
836,214,1270,1
837,214,1271,1
838,214,1272,1
839,214,1273,1
840,214,1274,1
841,214,1275,1
842,214,1276,1
843,242,249,4
847,242,1301,1
848,242,1302,1
849,242,1303,1
850,242,1304,1
851,242,1305,1
852,242,1306,1
853,242,1307,1
854,242,1308,1
855,242,1309,1
856,242,1310,1
857,242,1311,1
858,242,1312,1
859,242,1313,1
860,242,1314,1
861,249,1341,1
862,249,1342,1
863,249,1343,1
864,249,1344,1
865,250,1356,1
866,250,1382,1
867,250,1383,1
868,250,1384,1
869,250,1385,1
870,250,1386,1
871,250,1387,1
872,271,1396,2
874,271,1414,1
875,271,1415,1
876,271,1416,1
877,271,1417,1
878,271,1418,1
879,289,970,1
880,289,293,1
881,289,290,1
882,289,1427,1
883,289,300,1
884,289,301,5
885,289,303,5
886,289,295,8
892,289,1445,6
893,289,1446,1
898,289,975,1
899,289,1454,1
902,289,969,1
903,289,1460,2
914,289,1473,1
915,289,1474,1
916,289,324,3
918,289,1477,1
919,289,1478,2
921,289,1480,1
923,289,1482,1
924,289,1483,1
925,289,1484,1
926,290,295,15
931,290,1492,2
932,290,1493,2
934,290,300,2
935,290,301,6
936,290,303,6
947,290,1517,1
960,290,1538,1
961,290,1539,1
962,290,1540,1
963,290,1541,1
964,290,1542,1
965,290,1543,1
966,290,1544,1
967,290,1545,1
968,290,1546,1
969,290,1547,1
970,290,1548,1
971,290,1549,1
972,290,1550,1
973,290,1551,1
974,290,1552,1
975,290,1553,1
976,290,1554,1
977,290,1555,1
978,291,813,1
979,291,1129,4
981,291,1560,3
982,291,1561,3
983,291,1133,2
984,291,1126,3
986,291,1566,1
991,291,1121,1
994,291,822,1
997,291,1583,1
998,292,1584,1
999,292,1585,7
1000,292,1586,8
1001,292,822,6
1002,292,1589,5
1003,292,785,5
1025,292,1620,1
1031,292,1628,1
1032,292,1629,1
1033,292,1630,1
1034,292,1631,2
1036,292,1633,1
1037,292,1634,1
1038,292,1635,1
1039,292,1636,1
1040,292,1637,1
1041,292,1638,1
1042,292,1639,1
1043,292,1640,1
1044,292,1641,1
1045,292,1642,1
1046,292,1643,1
1047,292,1644,1
1048,293,969,2
1049,293,1446,2
1050,293,1647,1
1051,293,1651,2
1054,293,301,2
1055,293,303,2
1056,293,295,1
1058,293,1660,1
1061,293,1665,1
1062,293,1483,1
1063,293,1667,1
1064,293,1668,1
1065,293,1669,1
1066,293,1670,1
1067,293,1671,1
1068,293,1672,1
1069,293,1673,1
1070,293,1674,1
1071,297,1675,1
1072,297,1678,1
1073,297,703,7
1074,297,1680,1
1075,297,303,4
1077,297,969,3
1080,297,1688,2
1081,297,1460,5
1085,297,1696,1
1086,297,1697,1
1087,297,1698,1
1095,297,1708,1
1099,297,1714,2
1100,297,1715,1
1102,297,1717,1
1103,297,1718,1
1104,297,1719,1
1105,297,1720,1
1106,297,1721,1
1107,297,1722,1
1108,297,1723,1
1109,300,301,1
1110,300,303,1
1111,300,1728,1
1112,301,969,1
1113,301,984,1
1114,301,1733,1
1115,301,303,1
1116,301,1736,1
1117,303,1460,1
1118,303,1741,1
1119,303,355,1
1120,303,360,1
1121,307,1744,7
1124,307,1747,5
1127,307,785,6
1128,307,308,3
1129,307,310,1
1133,307,1761,1
1139,307,822,1
1144,307,1781,1
1145,307,831,1
1147,307,1787,1
1148,307,1788,1
1149,307,1789,1
1150,307,1790,1
1151,307,1791,1
1152,307,1792,1
1153,307,1793,1
1154,308,1794,1
1155,308,651,1
1156,308,1798,1
1157,308,822,2
1158,308,1801,5
1159,308,785,5
1164,308,1811,1
1165,308,1814,3
1166,308,1815,2
1169,308,1823,1
1176,308,1839,1
1177,308,1840,1
1178,308,1841,2
1179,308,1842,1
1180,308,1843,1
1181,308,1844,1
1183,309,1846,1
1184,309,1847,1
1185,309,1848,1
1186,309,1849,1
1187,309,1584,1
1188,309,1852,1
1189,309,1853,1
1190,309,1814,1
1191,309,657,1
1192,309,1857,1
1193,309,1858,1
1194,310,1859,9
1197,310,1862,2
1198,310,1863,1
1199,310,1864,1
1200,310,1866,5
1201,310,785,5
1202,310,1869,1
1203,310,1870,2
1204,310,1871,1
1205,310,1872,1
1206,310,1873,1
1211,310,1880,2
1215,310,1884,2
1216,310,1885,1
1217,310,1886,1
1218,310,1887,1
1221,310,1846,1
1222,310,1814,1
1232,310,1907,1
1233,310,1908,1
1234,310,1909,1
1235,310,1910,1
1236,310,1911,1
1237,310,1912,1
1238,310,1913,1
1239,310,1914,1
1240,310,1915,1
1241,310,1916,1
1242,310,1917,1
1243,310,1918,1
1244,310,1919,1
1245,310,1920,1
1246,312,969,1
1247,312,1651,1
1248,312,1923,1
1249,312,1924,1
1250,312,1665,1
1251,330,743,1
1252,330,1932,1
1253,330,1933,1
1254,330,1934,1
1255,330,1936,1
1256,330,1937,1
1257,330,1938,1
1258,330,1939,1
1259,330,1940,1
1260,331,916,1
1261,331,1942,1
1262,331,338,1
1263,331,1248,1
1264,331,1945,1
1265,331,1946,1
1266,331,1947,1
1267,331,1949,1
1268,331,1950,1
1269,331,1951,1
1270,331,1952,1
1271,331,1953,1
1272,331,1954,1
1273,331,1955,1
1274,331,1956,1
1275,331,1957,1
1276,331,1958,1
1277,331,1959,1
1278,331,1960,1
1279,331,1961,1
1280,331,1962,1
1281,331,341,1
1282,331,1966,1
1283,331,1967,1
1284,331,1968,1
1285,331,1969,1
1286,331,1970,1
1287,331,1971,1
1288,331,1972,1
1289,331,1973,1
1290,331,1974,1
1291,331,1975,1
1292,331,1976,1
1293,331,1977,1
1294,331,1978,1
1295,331,1979,1
1296,331,1980,1
1297,331,1981,1
1298,331,1982,1
1299,331,1983,1
1300,331,1984,1
1301,331,1985,1
1302,332,1986,1
1303,332,1987,3
1306,332,1993,1
1307,332,1994,1
1308,332,1995,1
1309,332,1996,1
1310,332,361,1
1311,332,362,1
1312,333,1248,1
1313,333,2000,1
1314,333,2001,1
1315,333,2003,1
1316,333,785,1
1317,333,2006,1
1318,334,2007,1
1319,334,2009,1
1320,334,2011,1
1321,335,2012,1
1322,335,2013,1
1323,335,2014,1
1324,335,2015,1
1325,335,2016,1
1326,335,2017,1
1327,335,2018,1
1328,335,2019,1
1329,335,2020,1
1330,335,2022,2
1332,335,2027,1
1333,335,2028,1
1334,336,2029,1
1335,336,2030,1
1336,336,2031,1
1337,336,2032,1
1338,336,2033,1
1339,336,2034,1
1340,336,2035,1
1341,337,2038,1
1342,337,2039,1
1343,338,2043,25
1356,338,1248,5
1357,338,2057,1
1358,338,2058,1
1359,338,2061,1
1360,338,2062,1
1361,338,2063,1
1362,338,2064,1
1363,338,2065,2
1364,338,2066,3
1365,338,2067,1
1366,338,2068,2
1368,338,2070,1
1370,338,657,1
1371,338,1678,1
1372,338,2076,1
1374,338,1517,1
1375,338,2079,1
1376,338,2080,1
1377,338,705,1
1379,338,2083,2
1380,338,2084,1
1381,338,2085,3
1384,338,1220,2
1386,338,2093,1
1387,338,2094,1
1388,338,2095,1
1389,338,416,1
1391,338,2102,1
1392,338,2103,1
1393,338,2104,1
1394,338,2105,2
1396,338,2107,1
1398,338,2111,1
1399,338,2112,1
1400,338,2113,2
1401,338,2114,3
1404,338,1126,1
1405,338,2120,1
1406,338,2121,1
1408,338,2125,1
1409,338,2126,2
1410,338,1887,6
1413,338,2130,2
1414,338,2131,2
1415,338,2132,2
1416,338,2133,3
1417,338,791,1
1418,338,831,1
1419,338,2136,1
1420,338,2137,1
1421,338,1798,1
1422,338,2139,1
1424,338,2143,2
1427,338,2146,1
1428,338,2147,1
1429,338,2148,1
1431,338,2150,1
1433,338,2154,2
1434,338,2155,1
1436,338,2157,1
1448,338,2171,1
1449,338,2172,1
1450,338,2173,1
1455,338,2182,1
1456,338,2183,1
1457,338,2184,1
1461,338,2192,2
1462,338,2193,1
1466,338,2201,5
1471,341,1733,1
1472,341,2208,1
1473,341,2214,1
1474,341,1583,1
1475,343,2216,1
1476,343,2217,1
1477,344,2218,1
1478,344,2219,1
1479,344,2220,1
1480,344,357,1
1481,344,2222,1
1482,344,2223,1
1483,344,2224,1
1484,344,2225,1
1485,344,2226,1
1486,344,2227,1
1487,344,2228,1
1488,344,2229,1
1489,344,2230,1
1490,344,2231,1
1491,351,1987,2
1492,351,2236,2
1495,351,2241,1
1496,351,1994,1
1497,351,1995,1
1498,351,2244,1
1499,370,2245,1
1500,370,2246,1
1501,370,1164,1
1502,370,1815,4
1503,370,2249,3
1504,370,2250,1
1505,370,530,3
1506,370,2253,1
1507,370,2255,1
1508,370,2256,1
1509,370,2257,2
1510,370,2258,2
1511,370,2259,3
1512,370,2260,1
1513,370,2261,4
1514,370,2262,4
1516,370,1871,1
1517,370,2265,2
1519,370,2267,2
1520,370,2268,2
1521,370,371,1
1522,370,2270,4
1523,370,2271,2
1525,370,2274,1
1526,370,2275,1
1527,370,2017,1
1528,370,2277,1
1529,370,2278,1
1530,370,2279,1
1531,370,2280,3
1532,370,2282,3
1534,370,2284,1
1535,370,2285,1
1536,370,2286,3
1539,370,1924,2
1540,370,787,6
1541,370,2293,1
1542,370,2294,8
1543,370,816,1
1544,370,2297,1
1545,370,2298,1
1546,370,2299,2
1547,370,2300,1
1548,370,2301,1
1549,370,2302,1
1550,370,2303,3
1551,370,1586,4
1552,370,2305,1
1553,370,2306,1
1554,370,2307,1
1556,370,2309,3
1557,370,2310,2
1558,370,969,2
1559,370,2313,3
1560,370,2314,1
1561,370,2315,4
1562,370,1697,1
1564,370,2319,2
1565,370,2320,2
1567,370,2322,2
1568,370,2323,1
1569,370,2094,2
1570,370,756,2
1573,370,2328,1
1574,370,1675,3
1575,370,2330,1
1576,370,2331,1
1577,370,2332,1
1578,370,2333,1
1579,370,2334,1
1580,370,2335,2
1581,370,2336,1
1584,370,2339,1
1585,370,2340,1
1586,370,2341,6
1587,370,2342,1
1588,370,2343,2
1589,370,876,1
1590,370,2345,3
1591,370,2346,2
1592,370,1794,3
1593,370,791,7
1594,370,2350,1
1595,370,724,2
1596,370,2352,1
1598,370,2354,1
1599,370,1120,2
1601,370,2357,1
1602,370,2358,1
1603,370,2359,1
1604,370,2360,1
1605,370,1781,1
1606,370,2362,1
1607,370,1427,3
1608,370,2364,2
1609,370,2365,1
1610,370,1141,2
1612,370,2372,1
1614,370,2374,1
1616,370,2376,1
1617,370,2377,1
1618,370,799,1
1620,370,2380,2
1621,370,2381,2
1622,370,2155,1
1623,370,2383,1
1624,370,2384,1
1625,370,2385,1
1626,370,2386,1
1627,370,2387,2
1629,370,2389,1
1631,370,2392,1
1632,370,2393,2
1633,370,2394,1
1634,370,2395,1
1635,370,2396,1
1636,370,2397,1
1637,370,2398,3
1639,370,2400,1
1642,370,2403,1
1643,370,921,1
1644,370,2405,1
1645,370,2406,1
1646,370,2407,1
1647,370,2408,2
1648,370,2409,2
1649,370,2410,1
1650,370,2411,1
1651,370,2412,1
1652,370,2413,1
1653,370,2415,1
1654,370,2416,1
1655,370,2417,2
1656,370,2418,2
1657,370,2419,1
1658,370,2420,3
1659,370,2421,1
1660,370,2422,1
1662,370,2425,1
1663,370,2426,2
1665,370,2428,1
1666,370,2429,1
1669,370,1143,5
1670,370,2433,1
1671,370,982,1
1672,370,2435,2
1673,370,2436,2
1675,370,1848,3
1676,370,2439,1
1677,370,2440,1
1678,370,2032,2
1679,370,2442,2
1680,370,2443,1
1681,370,1814,1
1682,370,2446,2
1683,370,831,6
1684,370,2448,3
1685,370,2449,2
1686,370,2450,2
1687,370,1823,1
1689,370,818,3
1692,370,2456,2
1693,370,2457,1
1694,370,2460,2
1695,370,765,2
1697,370,2112,1
1698,370,2465,1
1699,370,2466,1
1701,370,2468,3
1702,370,786,1
1703,370,2470,1
1704,370,2471,1
1705,370,2472,2
1707,370,2474,1
1708,370,2475,1
1709,370,2476,1
1712,370,792,7
1713,370,1101,4
1714,370,2484,1
1715,370,2485,2
1716,370,2486,1
1718,370,2488,1
1719,370,2491,1
1720,370,2492,1
1721,370,2493,1
1722,370,2494,1
1723,370,2495,2
1724,370,2496,1
1725,370,2497,1
1726,370,2498,1
1729,370,2502,3
1730,370,2503,1
1732,370,1744,5
1733,370,2506,4
1734,370,800,5
1736,370,2511,1
1737,370,2512,1
1738,370,2513,1
1739,370,1239,2
1740,370,2515,1
1741,370,2516,3
1743,370,2518,1
1744,370,2519,1
1747,370,2522,2
1748,370,1566,2
1750,370,2525,2
1753,370,2528,1
1754,370,2529,1
1756,370,2531,2
1757,370,2532,2
1759,370,2534,1
1760,370,1696,1
1761,370,693,1
1762,370,2537,2
1765,370,2540,3
1766,370,2541,1
1769,370,2544,1
1770,370,1122,2
1771,370,2546,1
1772,370,2547,1
1774,370,2549,1
1775,370,2550,2
1779,370,2554,1
1780,370,1118,1
1781,370,2556,1
1783,370,2558,1
1785,370,2561,1
1786,370,2562,1
1787,370,2563,1
1788,370,2564,1
1789,370,2565,1
1790,370,2566,2
1791,370,2567,1
1792,370,2568,1
1795,370,692,2
1796,370,2573,1
1797,370,2574,3
1798,370,2575,1
1801,370,804,1
1805,370,1747,2
1806,370,2583,1
1807,370,1246,1
1808,370,830,2
1809,370,2587,2
1810,370,2588,2
1811,370,2589,1
1812,370,1869,1
1813,370,2593,2
1814,370,2594,1
1815,370,2596,1
1816,370,2597,2
1817,370,1035,2
1818,370,2599,1
1820,370,2601,1
1821,370,2602,1
1823,370,2604,1
1826,370,2607,1
1827,370,2608,1
1829,370,2610,1
1831,370,2612,1
1833,370,2614,1
1834,370,2615,2
1837,370,2618,1
1838,370,2619,1
1840,370,2621,1
1841,370,2622,1
1842,370,1847,1
1844,370,2625,1
1845,370,2626,2
1846,370,2627,1
1849,370,2631,1
1850,370,2632,1
1852,370,919,3
1855,370,1454,1
1856,370,2640,1
1858,370,2643,1
1859,370,2644,1
1860,370,1846,1
1861,370,2646,2
1862,370,1870,2
1863,370,2649,1
1864,370,2650,1
1865,370,2651,1
1866,370,2031,1
1867,370,2653,1
1868,370,2654,1
1871,370,2657,1
1872,370,836,2
1873,370,2660,3
1875,370,726,1
1876,370,2666,1
1879,370,2670,1
1880,370,2671,2
1881,370,2672,1
1882,370,2673,2
1883,370,2674,1
1884,370,2675,2
1885,370,2676,1
1886,370,2677,1
1887,370,2678,1
1888,370,2680,1
1889,370,2681,1
1890,370,2682,1
1893,370,2685,1
1896,370,2688,1
1899,370,2691,1
1900,370,2692,1
1901,370,2693,1
1902,370,2694,1
1903,370,2695,1
1906,370,2698,1
1907,370,2699,1
1908,370,2700,1
1909,370,2701,2
1911,370,2703,1
1912,370,1801,1
1915,370,2708,2
1916,370,2709,2
1918,370,2711,1
1919,370,2712,1
1921,370,2716,1
1923,370,2718,1
1929,370,1009,1
1930,370,664,1
1931,370,2726,1
1932,370,1584,1
1933,370,735,1
1935,370,2732,1
1936,370,2733,1
1937,370,2734,1
1938,370,2735,1
1940,370,813,1
1943,370,2740,1
1944,370,2741,1
1945,370,2743,1
1946,370,2744,1
1949,370,2747,1
1952,370,2750,1
1953,370,2752,2
1958,370,2757,1
1960,370,2759,1
1961,370,2760,1
1963,370,732,2
1964,370,2763,1
1965,370,2764,1
1966,370,2765,1
1968,370,2767,1
1970,370,2769,1
1971,370,2770,1
1973,370,2772,1
1975,370,917,2
1976,370,2775,1
1978,370,2777,1
1979,370,2778,1
1980,370,665,2
1983,370,2782,1
1985,370,2784,1
1986,370,2785,1
1989,370,2789,1
1990,370,2790,1
1991,370,2791,2
1993,370,2793,1
1998,370,2798,1
1999,370,2799,1
2000,370,2800,1
2001,370,2801,2
2003,370,1872,1
2005,370,2805,1
2006,370,2806,1
2007,370,2807,1
2008,370,2808,1
2009,370,2809,1
2010,370,2810,1
2015,370,2815,1
2018,370,2818,1
2019,370,2819,1
2020,370,2820,2
2021,370,2821,1
2025,370,2825,2
2033,370,2833,1
2037,370,2837,1
2038,370,2838,1
2042,370,2843,1
2043,370,2844,1
2046,370,2848,1
2047,370,2065,1
2049,370,2851,1
2054,370,2856,1
2057,370,2859,1
2058,370,970,2
2061,370,1241,1
2063,370,2868,1
2065,370,2870,1
2068,370,2873,1
2069,370,2874,1
2073,370,2878,1
2079,370,2884,1
2081,370,2887,1
2083,370,2889,1
2084,370,2890,1
2085,370,916,1
2086,370,2892,1
2088,370,2894,1
2089,370,2895,1
2091,370,2897,1
2094,370,759,2
2095,370,2901,1
2097,370,2903,1
2098,370,2904,1
2100,370,2907,1
2102,370,651,1
2103,370,2912,1
2107,370,417,1
2108,370,2918,1
2110,370,2920,1
2113,370,2926,1
2114,370,2927,1
2115,370,1155,1
2120,371,2935,1
2121,371,2940,1
2122,371,2941,1
2123,371,2942,1
2124,416,2322,1
2125,416,417,1
2126,416,2003,1
2127,417,2076,1
2128,417,2952,1
2129,417,2953,1
2130,417,2955,1
2131,417,2956,1
2132,417,2957,1
2133,417,2962,1
2134,530,1566,1
2135,530,2405,1
2136,530,2986,2
2137,530,2989,1
2139,530,3015,1
2140,530,3016,3
2141,530,3017,1
2142,530,3018,1
2143,530,1482,2
2145,530,3021,1
2146,530,3022,2
2147,530,3023,2
2152,530,3028,1
2153,530,3029,1
2154,530,3030,1
2155,535,2621,2
2157,535,2800,2
2159,535,2385,3
2162,535,2386,2
2164,535,3043,1
2165,535,3047,1
2166,535,3048,1
2167,535,3049,1
2168,535,3050,1
2169,535,3051,1
2170,588,3052,1
2171,588,2793,1
2172,588,3059,1
2173,588,3060,1
2174,639,3061,3
2177,639,3064,3
2180,639,765,2
2181,639,3072,1
2182,639,3073,1
2184,639,3076,1
2185,639,3079,1
2186,645,3080,4
2187,645,3081,4
2188,645,2080,1
2189,645,1427,4
2190,645,3085,4
2191,645,3088,1
2192,645,3089,2
2193,645,1675,1
2196,645,703,3
2199,645,3099,1
2200,645,2484,1
2201,645,3101,1
2208,645,3111,1
2209,645,664,1
2210,645,3113,1
2216,645,3122,1
2217,645,3123,1
2218,645,3124,1
2219,645,3125,1
2220,645,3126,1
2221,651,2440,2
2222,651,1794,2
2223,651,1141,1
2225,651,3131,1
2226,651,1848,1
2227,651,661,6
2228,651,3136,1
2229,651,3137,3
2230,651,3138,1
2231,651,3139,1
2232,651,3141,4
2235,651,2472,3
2236,651,665,1
2242,651,800,1
2249,651,3166,1
2250,651,3167,1
2251,651,3168,1
2252,651,3169,1
2253,651,3170,1
2254,651,3171,1
2255,651,3172,1
2256,651,3173,1
2257,652,661,4
2258,652,2476,3
2259,652,2143,3
2260,652,2062,1
2262,652,2061,1
2264,652,657,3
2270,652,3193,1
2272,652,1248,1
2273,652,3196,1
2275,652,3200,1
2276,652,3201,1
2277,652,3202,1
2278,652,3203,1
2279,652,3204,1
2280,652,3205,1
2281,652,3206,1
2282,652,3207,1
2283,652,3208,1
2284,652,3209,1
2285,652,3210,1
2286,652,3211,1
2287,652,3212,1
2288,652,3213,1
2289,652,3214,1
2290,652,3215,1
2291,652,3216,1
2292,652,3217,1
2293,652,3218,1
2294,653,2564,1
2295,653,2791,2
2297,653,1794,1
2298,653,2701,2
2299,653,3226,1
2300,653,2726,1
2301,653,3228,1
2302,653,3229,1
2304,653,3232,1
2305,653,657,1
2306,653,3235,1
2307,653,3236,1
2308,653,3237,1
2309,655,657,1
2310,655,3241,1
2311,657,3243,1
2312,657,3246,1
2313,659,1794,1
2314,659,3139,2
2316,659,2364,2
2318,659,3258,1
2319,664,1794,1
2320,664,3226,2
2321,664,665,2
2322,664,2791,1
2324,664,2726,1
2325,664,2701,1
2326,664,3275,1
2328,664,3288,1
2329,664,3289,1
2330,664,3290,1
2331,665,2791,2
2332,665,3294,1
2333,665,2364,1
2334,665,2818,1
2336,665,3299,1
